M- 
Integration time: 3000 ms
Average: 1 scans
Nr of pixels used for smoothing: 0
Data measured with spectrometer serial number: 0604021S1
Wave   ;Sample
[nm]   ;[counts]
173,70;188,00
174,30;231,00
174,90;209,00
175,50;154,00
176,10;205,00
176,70;103,00
177,30;136,00
177,90;155,00
178,50;67,000
179,10;175,00
179,70;76,000
180,30;306,00
180,89;184,00
181,49;179,00
182,09;181,00
182,69;204,00
183,29;133,00
183,89;202,00
184,49;101,00
185,09;227,00
185,69;206,00
186,29;152,00
186,89;156,00
187,48;223,00
188,08;172,00
188,68;210,00
189,28;66,000
189,88;186,00
190,48;65,000
191,08;103,00
191,68;313,00
192,28;159,00
192,87;131,00
193,47;100,000
194,07;207,00
194,67;104,00
195,27;234,00
195,87;269,00
196,47;154,00
197,06;259,00
197,66;108,00
198,26;139,00
198,86;137,00
199,46;118,00
200,06;176,00
200,66;217,00
201,25;216,00
201,85;220,00
202,45;264,00
203,05;235,00
203,65;234,00
204,24;331,00
204,84;312,00
205,44;435,00
206,04;133,00
206,64;59,000
207,24;276,00
207,83;159,00
208,43;143,00
209,03;249,00
209,63;185,00
210,22;251,00
210,82;171,00
211,42;171,00
212,02;144,00
212,62;170,00
213,21;130,00
213,81;190,00
214,41;240,00
215,01;262,00
215,60;168,00
216,20;128,00
216,80;153,00
217,40;231,00
218,00;239,00
218,59;270,00
219,19;190,00
219,79;161,00
220,38;324,00
220,98;225,00
221,58;293,00
222,18;281,00
222,77;294,00
223,37;226,00
223,97;338,00
224,57;346,00
225,16;397,00
225,76;311,00
226,36;347,00
226,95;379,00
227,55;424,00
228,15;401,00
228,75;463,00
229,34;349,00
229,94;309,00
230,54;222,00
231,13;268,00
231,73;372,00
232,33;369,00
232,92;422,00
233,52;330,00
234,12;310,00
234,71;334,00
235,31;432,00
235,91;302,00
236,50;316,00
237,10;278,00
237,70;251,00
238,29;282,00
238,89;272,00
239,49;296,00
240,08;373,00
240,68;403,00
241,28;324,00
241,87;311,00
242,47;394,00
243,06;431,00
243,66;290,00
244,26;367,00
244,85;288,00
245,45;387,00
246,05;354,00
