M- 
Integration time: 6000 ms
Average: 1 scans
Nr of pixels used for smoothing: 0
Data measured with spectrometer serial number: 0604021S1
Wave   ;Sample
[nm]   ;[counts]
173,70;255,00
174,30;47,000
174,90;237,00
175,50;339,00
176,10;205,00
176,70;295,00
177,30;135,00
177,90;193,00
178,50;120,00
179,10;141,00
179,70;74,000
180,30;111,00
180,89;251,00
181,49;269,00
182,09;271,00
182,69;257,00
183,29;186,00
183,89;261,00
184,49;206,00
185,09;199,00
185,69;159,00
186,29;203,00
186,89;141,00
187,48;88,000
188,08;202,00
188,68;314,00
189,28;238,00
189,88;183,00
190,48;138,00
191,08;219,00
191,68;177,00
192,28;207,00
192,87;242,00
193,47;158,00
194,07;178,00
194,67;151,00
195,27;321,00
195,87;249,00
196,47;174,00
197,06;241,00
197,66;250,00
198,26;299,00
198,86;133,00
199,46;152,00
200,06;253,00
200,66;204,00
201,25;240,00
201,85;414,00
202,45;253,00
203,05;155,00
203,65;266,00
204,24;304,00
204,84;243,00
205,44;218,00
206,04;104,00
206,64;170,00
207,24;367,00
207,83;132,00
208,43;152,00
209,03;394,00
209,63;186,00
210,22;324,00
210,82;225,00
211,42;248,00
212,02;155,00
212,62;185,00
213,21;241,00
213,81;209,00
214,41;381,00
215,01;305,00
215,60;239,00
216,20;198,00
216,80;256,00
217,40;246,00
218,00;365,00
218,59;351,00
219,19;308,00
219,79;234,00
220,38;327,00
220,98;416,00
221,58;423,00
222,18;305,00
222,77;275,00
223,37;337,00
223,97;435,00
224,57;371,00
225,16;489,00
225,76;442,00
226,36;511,00
226,95;331,00
227,55;533,00
228,15;422,00
228,75;481,00
229,34;423,00
229,94;405,00
230,54;542,00
231,13;344,00
231,73;455,00
232,33;482,00
232,92;548,00
233,52;484,00
234,12;444,00
234,71;586,00
235,31;443,00
235,91;542,00
236,50;637,00
237,10;425,00
237,70;567,00
238,29;369,00
238,89;473,00
239,49;481,00
240,08;511,00
240,68;508,00
241,28;533,00
241,87;468,00
242,47;469,00
243,06;388,00
243,66;501,00
244,26;651,00
244,85;481,00
245,45;610,00
246,05;479,00
246,64;699,00
247,24;848,00
247,83;1120,0
248,43;1289,0
249,03;1336,0
249,62;1231,0
250,22;1169,0
250,81;1373,0
251,41;979,00
252,01;555,00
252,60;735,00
253,20;829,00
253,79;686,00
254,39;670,00
254,98;803,00
255,58;846,00
256,18;862,00
256,77;634,00
257,37;706,00
257,96;635,00
258,56;580,00
259,15;1027,0
259,75;926,00
260,34;734,00
260,94;653,00
261,53;857,00
262,13;943,00
262,73;666,00
263,32;761,00
263,92;920,00
264,51;841,00
265,11;780,00
265,70;898,00
266,30;813,00
266,89;862,00
267,49;898,00
268,08;786,00
268,68;890,00
269,27;963,00
269,87;847,00
270,46;1179,0
271,06;922,00
271,65;984,00
272,25;1036,0
272,84;1056,0
273,44;1002,0
274,03;995,00
274,62;928,00
275,22;950,00
275,81;1016,0
276,41;984,00
277,00;1163,0
277,60;1169,0
278,19;1027,0
278,79;1024,0
279,38;1037,0
279,98;1060,0
280,57;1344,0
281,16;1215,0
281,76;1149,0
282,35;1364,0
282,95;1168,0
283,54;1182,0
284,14;1121,0
284,73;1421,0
285,32;1206,0
285,92;1204,0
286,51;1204,0
287,11;1151,0
287,70;1083,0
288,29;1156,0
288,89;1298,0
289,48;1200,0
290,08;1185,0
290,67;1225,0
291,26;1245,0
291,86;1339,0
292,45;1126,0
293,04;1237,0
293,64;1231,0
294,23;1344,0
294,83;1185,0
295,42;1349,0
296,01;1540,0
296,61;1719,0
297,20;1704,0
297,79;1475,0
298,39;1462,0
298,98;1518,0
299,57;1341,0
300,17;1484,0
300,76;1381,0
301,35;1354,0
301,95;1358,0
302,54;1539,0
303,13;1295,0
303,73;1487,0
304,32;1514,0
304,91;1408,0
305,51;1423,0
306,10;1372,0
306,69;1676,0
307,28;1671,0
307,88;1666,0
308,47;1719,0
309,06;1801,0
309,66;2062,0
310,25;1939,0
310,84;1998,0
311,43;1998,0
312,03;2017,0
312,62;2006,0
313,21;2153,0
313,81;2232,0
314,40;2287,0
314,99;2300,0
315,58;2654,0
316,18;2782,0
316,77;2915,0
317,36;2933,0
317,95;2554,0
318,54;2667,0
319,14;2730,0
319,73;2524,0
320,32;2391,0
320,91;2204,0
321,51;2374,0
322,10;2355,0
322,69;2324,0
323,28;2449,0
323,87;2399,0
324,47;2735,0
325,06;2722,0
325,65;2733,0
326,24;2750,0
326,83;2826,0
327,43;2681,0
328,02;2675,0
328,61;2517,0
329,20;2316,0
329,79;2525,0
330,39;2410,0
330,98;2374,0
331,57;2227,0
332,16;2366,0
332,75;2642,0
333,34;2484,0
333,93;2808,0
334,53;2938,0
335,12;3042,0
335,71;3586,0
336,30;4043,0
336,89;4449,0
337,48;4431,0
338,07;4297,0
338,67;4220,0
339,26;3981,0
339,85;3668,0
340,44;3178,0
341,03;2447,0
341,62;2230,0
342,21;2277,0
342,80;2419,0
343,39;2360,0
343,99;2351,0
344,58;2377,0
345,17;2406,0
345,76;2431,0
346,35;2469,0
346,94;2490,0
347,53;2425,0
348,12;2583,0
348,71;2465,0
349,30;2618,0
349,89;2577,0
350,48;2515,0
351,07;2575,0
351,66;2764,0
352,26;2863,0
352,85;3062,0
353,44;3177,0
354,03;3209,0
354,62;3353,0
355,21;3419,0
355,80;3559,0
356,39;4027,0
356,98;4521,0
357,57;4740,0
358,16;5124,0
358,75;4985,0
359,34;5093,0
359,93;4972,0
360,52;4483,0
361,11;3937,0
361,70;3474,0
362,29;3229,0
362,88;2908,0
363,47;3001,0
364,06;2971,0
364,65;2897,0
365,24;2922,0
365,83;3060,0
366,42;3020,0
367,01;3130,0
367,60;3154,0
368,19;3104,0
368,78;3301,0
369,37;3199,0
369,95;3530,0
370,54;3383,0
371,13;3571,0
371,72;3549,0
372,31;3524,0
372,90;3402,0
373,49;3555,0
374,08;3732,0
374,67;3919,0
375,26;4025,0
375,85;4372,0
376,44;4333,0
377,03;4395,0
377,61;4589,0
378,20;4689,0
378,79;4809,0
379,38;4811,0
379,97;5329,0
380,56;5574,0
381,15;5814,0
381,74;5976,0
382,33;6381,0
382,91;6477,0
383,50;6954,0
384,09;7109,0
384,68;7717,0
385,27;8422,0
385,86;8825,0
386,45;9235,0
387,03;9687,0
387,62;10427
388,21;10566
388,80;10895
389,39;10527
389,98;9900,0
390,57;9145,0
391,15;8642,0
391,74;7706,0
392,33;6520,0
392,92;5543,0
393,51;5021,0
394,09;4917,0
394,68;4431,0
395,27;4751,0
395,86;4562,0
396,45;4845,0
397,03;4696,0
397,62;4481,0
398,21;4692,0
398,80;5199,0
399,39;5418,0
399,97;5503,0
400,56;5415,0
401,15;5404,0
401,74;5554,0
402,32;5788,0
402,91;5679,0
403,50;5402,0
404,09;5747,0
404,67;6028,0
405,26;6296,0
405,85;6341,0
406,44;6434,0
407,02;6571,0
407,61;6817,0
408,20;6618,0
408,78;7009,0
409,37;6841,0
409,96;7253,0
410,55;7138,0
411,13;7253,0
411,72;6695,0
412,31;6820,0
412,89;6986,0
413,48;7030,0
414,07;7130,0
414,65;7054,0
415,24;7131,0
415,83;7139,0
416,42;7243,0
417,00;7314,0
417,59;7367,0
418,18;7247,0
418,76;7189,0
419,35;7255,0
419,94;7005,0
420,52;6764,0
421,11;7036,0
421,69;6839,0
422,28;6566,0
422,87;6660,0
423,45;6660,0
424,04;6812,0
424,63;6741,0
425,21;6435,0
425,80;6582,0
426,38;6527,0
426,97;6599,0
427,56;6258,0
428,14;6257,0
428,73;6413,0
429,31;6292,0
429,90;6344,0
430,49;6529,0
431,07;6613,0
431,66;6795,0
432,24;7082,0
432,83;7141,0
433,42;7639,0
434,00;8134,0
434,59;8500,0
435,17;8456,0
435,76;8910,0
436,34;8875,0
436,93;8854,0
437,51;8393,0
438,10;7882,0
438,69;7542,0
439,27;6927,0
439,86;7150,0
440,44;6924,0
441,03;7215,0
441,61;7313,0
442,20;7580,0
442,78;7691,0
443,37;8130,0
443,95;8559,0
444,54;9360,0
445,12;9977,0
445,71;9884,0
446,29;10496
446,88;10562
447,46;10747
448,05;10785
448,63;9983,0
449,22;9921,0
449,80;9255,0
450,39;8948,0
450,97;8363,0
451,56;7808,0
452,14;7425,0
452,72;7110,0
453,31;6672,0
453,89;6483,0
454,48;6438,0
455,06;7217,0
455,65;6920,0
456,23;6786,0
456,81;6624,0
457,40;6643,0
457,98;6382,0
458,57;6220,0
459,15;5280,0
459,74;5116,0
460,32;5475,0
460,90;5595,0
461,49;5476,0
462,07;5833,0
462,66;6637,0
463,24;6553,0
463,82;6701,0
464,41;6761,0
464,99;6839,0
465,57;6755,0
466,16;6607,0
466,74;6396,0
467,33;6138,0
467,91;5917,0
468,49;5789,0
469,08;5909,0
469,66;5869,0
470,24;5527,0
470,83;5855,0
471,41;5541,0
471,99;5773,0
472,58;5545,0
473,16;5735,0
473,74;5919,0
474,33;5686,0
474,91;5459,0
475,49;5121,0
476,08;5280,0
476,66;5090,0
477,24;5380,0
477,82;5419,0
478,41;5689,0
478,99;6013,0
479,57;6207,0
480,16;6585,0
480,74;7015,0
481,32;7483,0
481,90;7877,0
482,49;8458,0
483,07;9109,0
483,65;9949,0
484,23;10984
484,82;12177
485,40;12972
485,98;13212
486,56;13141
487,15;12482
487,73;13052
488,31;13221
488,89;12223
489,47;13508
490,06;12054
490,64;12038
491,22;10713
491,80;10068
492,39;9428,0
492,97;9395,0
493,55;9200,0
494,13;8611,0
494,71;8251,0
495,29;7725,0
495,88;7348,0
496,46;7089,0
497,04;6364,0
497,62;6002,0
498,20;5767,0
498,78;5802,0
499,37;6325,0
499,95;7653,0
500,53;8208,0
501,11;8804,0
501,69;8918,0
502,27;8829,0
502,85;8496,0
503,44;8126,0
504,02;6916,0
504,60;5679,0
505,18;5070,0
505,76;4814,0
506,34;4473,0
506,92;4215,0
507,50;4262,0
508,08;4081,0
508,67;3992,0
509,25;3689,0
509,83;3593,0
510,41;3508,0
510,99;3631,0
511,57;3732,0
512,15;3480,0
512,73;3465,0
513,31;3480,0
513,89;3558,0
514,47;3442,0
515,05;3397,0
515,63;3631,0
516,21;3558,0
516,79;3138,0
517,38;3264,0
517,96;2974,0
518,54;3028,0
519,12;2811,0
519,70;2720,0
520,28;2312,0
520,86;2186,0
521,44;2379,0
522,02;2325,0
522,60;2110,0
523,18;2270,0
523,76;2087,0
524,34;2211,0
524,92;2165,0
525,50;2094,0
526,08;2152,0
526,66;2205,0
527,24;2083,0
527,82;2034,0
528,39;2121,0
528,97;2081,0
529,55;2281,0
530,13;2326,0
530,71;2171,0
531,29;2318,0
531,87;2287,0
532,45;2234,0
533,03;2466,0
533,61;2088,0
534,19;2436,0
534,77;2553,0
535,35;2491,0
535,93;2426,0
536,51;2543,0
537,08;2152,0
537,66;2470,0
538,24;2525,0
538,82;2472,0
539,40;2341,0
539,98;2528,0
540,56;2545,0
541,14;2426,0
541,72;2439,0
542,29;2427,0
542,87;2392,0
543,45;2614,0
544,03;2414,0
544,61;2488,0
545,19;2356,0
545,77;2337,0
546,34;2419,0
546,92;2594,0
547,50;2626,0
548,08;2560,0
548,66;2726,0
549,23;2720,0
549,81;3009,0
550,39;2931,0
550,97;2686,0
551,55;2715,0
552,13;2631,0
552,70;2930,0
553,28;2906,0
553,86;2801,0
554,44;3030,0
555,01;3062,0
555,59;2969,0
556,17;2913,0
556,75;2873,0
557,33;2904,0
557,90;2833,0
558,48;2739,0
559,06;2599,0
559,64;2690,0
560,21;2852,0
560,79;2817,0
561,37;2541,0
561,95;2752,0
562,52;2563,0
563,10;2825,0
563,68;2573,0
564,25;2533,0
564,83;2472,0
565,41;2500,0
565,99;2765,0
566,56;2931,0
567,14;3302,0
567,72;4100,0
568,29;4358,0
568,87;4202,0
569,45;4214,0
570,02;4373,0
570,60;3927,0
571,18;3867,0
571,75;3039,0
572,33;2737,0
572,91;2750,0
573,48;2677,0
574,06;2838,0
574,64;2865,0
575,21;2897,0
575,79;2868,0
576,37;2984,0
576,94;2927,0
577,52;3107,0
578,09;3170,0
578,67;3322,0
579,25;3321,0
579,82;3499,0
580,40;3863,0
580,97;3961,0
581,55;4159,0
582,13;4446,0
582,70;4890,0
583,28;5562,0
583,85;6631,0
584,43;7835,0
585,01;9357,0
585,58;11578
586,16;13027
586,73;12638
587,31;12414
587,88;12780
588,46;12685
589,03;12764
589,61;13190
590,18;11470
590,76;13751
591,34;13109
591,91;12897
592,49;12890
593,06;13195
593,64;12630
594,21;14267
594,79;13214
595,36;4469,0
595,94;4095,0
596,51;3826,0
597,09;3592,0
597,66;3211,0
598,24;3025,0
598,81;2747,0
599,38;2742,0
599,96;2820,0
600,53;2545,0
601,11;2077,0
601,68;2660,0
602,26;2583,0
602,83;2502,0
603,41;2501,0
603,98;2479,0
604,56;2366,0
605,13;2308,0
605,70;2376,0
606,28;2466,0
606,85;2302,0
607,43;2376,0
608,00;2414,0
608,57;2594,0
609,15;2503,0
609,72;2511,0
610,30;2461,0
610,87;2573,0
611,44;2464,0
612,02;2381,0
612,59;2442,0
613,16;2459,0
613,74;2472,0
614,31;2517,0
614,89;2709,0
615,46;2474,0
616,03;2615,0
616,61;2642,0
617,18;2536,0
617,75;2575,0
618,33;2256,0
618,90;2452,0
619,47;2309,0
620,05;2172,0
620,62;2121,0
621,19;2009,0
621,77;1962,0
622,34;1838,0
622,91;1886,0
623,48;1784,0
624,06;1789,0
624,63;1719,0
625,20;1695,0
625,78;1799,0
626,35;1652,0
626,92;1738,0
627,49;1717,0
628,07;1663,0
628,64;1506,0
629,21;1490,0
629,78;1760,0
630,36;1714,0
630,93;1754,0
631,50;1751,0
632,07;1707,0
632,65;1555,0
633,22;1415,0
633,79;1614,0
634,36;1542,0
634,93;1521,0
635,51;1550,0
636,08;1484,0
636,65;1702,0
637,22;1745,0
637,79;1725,0
638,37;1791,0
638,94;1747,0
639,51;1664,0
640,08;1823,0
640,65;1879,0
641,22;1753,0
641,80;1785,0
642,37;1780,0
642,94;1859,0
643,51;1893,0
644,08;1993,0
644,65;1898,0
645,22;2241,0
645,80;2287,0
646,37;2581,0
646,94;2534,0
647,51;2685,0
648,08;3073,0
648,65;3168,0
649,22;3694,0
649,79;3745,0
650,36;4105,0
650,93;4404,0
651,51;5036,0
652,08;5362,0
652,65;5671,0
653,22;6588,0
653,79;7874,0
654,36;9708,0
654,93;12583
655,50;11533
656,07;13913
656,64;13237
657,21;14315
657,78;12379
658,35;13162
658,92;13422
659,49;14140
660,06;14796
660,63;13204
661,20;14083
661,77;13979
662,34;12188
662,91;14188
663,48;14656
664,05;13823
664,62;7185,0
665,19;6055,0
665,76;5412,0
666,33;5398,0
666,90;5272,0
667,47;5544,0
668,04;6288,0
668,61;6835,0
669,18;7160,0
669,75;7454,0
670,32;7514,0
670,89;7374,0
671,46;7126,0
672,03;6341,0
672,60;5533,0
673,17;5075,0
673,74;4499,0
674,30;4374,0
674,87;3864,0
675,44;3579,0
676,01;3179,0
676,58;2864,0
677,15;2617,0
677,72;2572,0
678,29;2186,0
678,86;2052,0
679,42;2216,0
679,99;1946,0
680,56;1745,0
681,13;1785,0
681,70;1617,0
682,27;1643,0
682,84;1830,0
683,40;1483,0
683,97;1572,0
684,54;1442,0
685,11;1384,0
685,68;1439,0
686,25;1394,0
686,81;1495,0
687,38;1375,0
687,95;1417,0
688,52;1311,0
689,09;1398,0
689,65;1398,0
690,22;1253,0
690,79;1478,0
691,36;1399,0
691,92;1342,0
692,49;1366,0
693,06;1359,0
693,63;1311,0
694,20;1512,0
694,76;1346,0
695,33;1371,0
695,90;1360,0
696,47;1248,0
697,03;1422,0
697,60;1223,0
698,17;1247,0
698,73;1228,0
699,30;1369,0
699,87;955,00
700,44;1305,0
701,00;1417,0
701,57;1321,0
702,14;1377,0
702,70;1173,0
703,27;1264,0
703,84;1426,0
704,40;1359,0
704,97;1397,0
705,54;1426,0
706,10;1906,0
706,67;2027,0
707,24;2493,0
707,80;2818,0
708,37;2915,0
708,94;3029,0
709,50;3113,0
710,07;3000,0
710,64;2626,0
